Job Title,Company Name,Salary Estimate,Job Position,Job Acedemic Requiremnt,Job Week Cutom Font,Job Time Cutom Font,Company Field,Company Size,min_salary,max_salary,avg_salary,avg_salary(month),week_attendence,intern_time_length
数据运营实习生（线上业务）实习招聘-便利蜂实习生招聘-实习僧," 
                        便利蜂
                          ",150-250/天,北京,硕士,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,5,6
数据实习生实习招聘-上汽乘用车实习生招聘-实习僧," 
                        上汽乘用车
                          ",150-200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,150,200,175.0,5250.0,4,3
数据处理工程师实习招聘-科大讯飞实习生招聘-实习僧," 
                        科大讯飞
                          ",100-200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,200,150.0,4500.0,5,3
数据分析实习生 (MJ003446)实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",面议,广州,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,3
HRBP实习生（数据分析方向）实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",250-400/天,上海,本科,4天／周,实习6个月,汽车/机械/制造,more than 2000,250,400,325.0,9750.0,4,6
医疗行业数据分析实习生实习招聘-药明康德实习生招聘-实习僧," 
                        药明康德
                          ",100-150/天,上海,本科,3天／周,实习3个月,医疗/健康/制药/生物,more than 2000,100,150,125.0,3750.0,3,3
大数据分析（机器学习）实习生实习招聘-拜耳实习生招聘-实习僧," 
                        拜耳
                          ",120-150/天,上海,本科,5天／周,实习3个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,5,3
Python数据分析课程助教实习招聘-北京周围大数据实习生招聘-实习僧," 
                        北京周围大数据
                          ",100-150/天,北京,本科,5天／周,实习1个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,5,1
物流供应链数据分析实习生实习招聘-西门子实习生招聘-实习僧," 
                        西门子
                          ",100-120/天,北京,本科,5天／周,实习3个月,电子/通信/硬件,500-2000,100,120,110.0,3300.0,5,3
数据分析师实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3
数据分析师实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3
数据治理实习生实习招聘-金电联行实习生招聘-实习僧," 
                        金电联行
                          ",100-120/天,太原,不限,4天／周,实习3个月,金融/经济/投资/财会,15-50,100,120,110.0,3300.0,4,3
数据专员实习生实习招聘-方成咨询实习生招聘-实习僧," 
                        方成咨询
                          ",150/天,上海,不限,3天／周,实习3个月,企业服务/咨询,50-150,150,150,150.0,4500.0,3,3
数据分析师实习生实习招聘-美至科技实习生招聘-实习僧," 
                        美至科技
                          ",100-200/天,上海,不限,3天／周,实习3个月,互联网/游戏/软件,50-150,100,200,150.0,4500.0,3,3
数据分析师实习生实习招聘-暖哇科技实习生招聘-实习僧," 
                        暖哇科技
                          ",180-250/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,50-150,180,250,215.0,6450.0,3,3
粘合剂市场战略数据分析实习生实习招聘-汉高（中国）实习生招聘-实习僧," 
                        汉高（中国）
                          ",100-150/天,上海,本科,4天／周,实习3个月,化工/能源/环保,more than 2000,100,150,125.0,3750.0,4,3
数据分析实习-广电方向实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,150,150.0,4500.0,5,3
ETL—数据仓库工程师实习招聘-CLPS实习生招聘-实习僧," 
                        CLPS
                          ",150-180/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,150,180,165.0,4950.0,5,6
数据运营实习生-业务分析部-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",150-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
数据分析师实习生实习招聘-时代传浮实习生招聘-实习僧," 
                        时代传浮
                          ",150-250/天,北京,本科,5天／周,实习6个月,互联网/游戏/软件,15-50,150,250,200.0,6000.0,5,6
车险数据分析实习生（2022届）实习招聘-利宝保险实习生招聘-实习僧," 
                        利宝保险
                          ",80-150/天,重庆,不限,3天／周,实习3个月,金融/经济/投资/财会,500-2000,80,150,115.0,3450.0,3,3
人力资源管培生（数据分析方向）实习招聘-鼎捷软件实习生招聘-实习僧," 
                        鼎捷软件
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
数据处理和失效分析工程师实习招聘-中国汽研实习生招聘-实习僧," 
                        中国汽研
                          ",80-150/天,重庆,不限,5天／周,实习3个月,不限,more than 2000,80,150,115.0,3450.0,5,3
研究助理实习生（数据分析部）实习招聘-艾瑞集团实习生招聘-实习僧," 
                        艾瑞集团
                          ",150/天,广州,本科,4天／周,实习3个月,互联网/游戏/软件,150-500,150,150,150.0,4500.0,4,3
Client Success Executive（Intern）实习招聘-乾朝咨询实习生招聘-实习僧," 
                        乾朝咨询
                          ",120-150/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,120,150,135.0,4050.0,5,3
圈圈业务-数据分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
数据分析师（葡语）实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
运营分析岗（京喜）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
运营分析岗（京喜）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,天津,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
数据分析研发工程师助理实习招聘- 盛原成实习生招聘-实习僧," 
                         盛原成
                          ",200-300/天,广州,硕士,5天／周,实习6个月,互联网/游戏/软件,150-500,200,300,250.0,7500.0,5,6
数据标注实习生实习招聘-恒生电子实习生招聘-实习僧," 
                        恒生电子
                          ",100-120/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,120,110.0,3300.0,5,3
数据运营实习生（便利店业务）实习招聘-延长壳牌实习生招聘-实习僧," 
                        延长壳牌
                          ",100-120/天,广州,本科,5天／周,实习6个月,快消/百货/批发/零售,500-2000,100,120,110.0,3300.0,5,6
数据分析&市场研究实习生实习招聘-宜家共享服务中心实习生招聘-实习僧," 
                        宜家共享服务中心
                          ",150-180/天,上海,本科,3天／周,实习3个月,快消/百货/批发/零售,500-2000,150,180,165.0,4950.0,3,3
内容营销（数据分析）实习生实习招聘-Future Arena实习生招聘-实习僧," 
                        Future Arena
                          ",100-150/天,上海,本科,5天／周,实习3个月,广告/传媒/公关/展览,15-50,100,150,125.0,3750.0,5,3
无人机飞行数据分析实习生实习招聘-星逻智能实习生招聘-实习僧," 
                        星逻智能
                          ",150-200/天,上海,本科,3天／周,实习4个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,3,4
电商数据咨询分析实习生实习招聘-Protime实习生招聘-实习僧," 
                        Protime
                          ",100-150/天,上海,本科,5天／周,实习12个月,互联网/游戏/软件,50-150,100,150,125.0,3750.0,5,12
商业分析实习生实习招聘-Evereden实习生招聘-实习僧," 
                        Evereden
                          ",120-180/天,上海,本科,5天／周,实习3个月,快消/百货/批发/零售,50-150,120,180,150.0,4500.0,5,3
python数据分析师实习招聘-镇江智越实习生招聘-实习僧," 
                        镇江智越
                          ",80-150/天,镇江,本科,5天／周,实习12个月,互联网/游戏/软件,15-50,80,150,115.0,3450.0,5,12
Analyst实习生实习招聘-益普索实习生招聘-实习僧," 
                        益普索
                          ",150/天,上海,本科,4天／周,实习3个月,企业服务/咨询,500-2000,150,150,150.0,4500.0,4,3
安全研究员/大数据分析实习生实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",120-180/天,西安,本科,4天／周,实习5个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,4,5
用户增长运营-数据分析实习生实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
【西云数据】亚马逊技术支持工程师实习招聘-实习僧校招内推助手实习生招聘-实习僧," 
                        实习僧校招内推助手
                          ",250-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,250,300,275.0,8250.0,5,3
美团优选战略研究实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
试验分析岗实习招聘-蜂巢动力实习生招聘-实习僧," 
                        蜂巢动力
                          ",200-300/天,泰州,本科,6天／周,实习6个月,汽车/机械/制造,more than 2000,200,300,250.0,7500.0,6,6
BI 数据分析实习生-SH实习招聘-Shopee实习生招聘-实习僧," 
                        Shopee
                          ",面议,上海,不限,5天／周,实习3个月,互联网/游戏/软件,500-2000,0,0,0.0,0.0,5,3
滴滴Rlab战略部数据分析实习生实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
平安塔比星数据研究分析实习生实习招聘-平安证券实习生招聘-实习僧," 
                        平安证券
                          ",120-180/天,上海,本科,5天／周,实习3个月,金融/经济/投资/财会,more than 2000,120,180,150.0,4500.0,5,3
阿里电商数据咨询分析实习生实习招聘-Protime实习生招聘-实习僧," 
                        Protime
                          ",100-150/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,50-150,100,150,125.0,3750.0,5,6
医药市场商业数据分析实习生实习招聘-灵北实习生招聘-实习僧," 
                        灵北
                          ",120-150/天,北京,不限,3天／周,实习3个月,医疗/健康/制药/生物,150-500,120,150,135.0,4050.0,3,3
数据分析运营实习生【2022届】实习招聘-思特奇实习生招聘-实习僧," 
                        思特奇
                          ",100-200/天,武汉,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,200,150.0,4500.0,5,3
数据标注-实习生实习招聘-Early Data实习生招聘-实习僧," 
                        Early Data
                          ",100-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,100,200,150.0,4500.0,5,3
数据预处理实习生实习招聘-SKF实习生招聘-实习僧," 
                        SKF
                          ",120-150/天,上海,不限,3天／周,实习3个月,汽车/机械/制造,150-500,120,150,135.0,4050.0,3,3
投资数据分析专员/投资事务助理实习招聘-道微投资实习生招聘-实习僧," 
                        道微投资
                          ",100-200/天,重庆,本科,5天／周,实习4个月,金融/经济/投资/财会,15-50,100,200,150.0,4500.0,5,4
行业数据分析师实习生实习招聘-瀛数科技实习生招聘-实习僧," 
                        瀛数科技
                          ",200-300/天,上海,本科,5天／周,实习4个月,企业服务/咨询,15-50,200,300,250.0,7500.0,5,4
安全研究员/大数据分析研发实习生实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",120-180/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,5,6
经营分析实习生实习招聘-海澜电商实习生招聘-实习僧," 
                        海澜电商
                          ",面议,无锡,本科,7天／周,实习12个月,互联网/游戏/软件,150-500,0,0,0.0,0.0,7,12
小微企业风险数据实习生实习招聘-瀛数科技实习生招聘-实习僧," 
                        瀛数科技
                          ",250-300/天,上海,本科,5天／周,实习3个月,企业服务/咨询,15-50,250,300,275.0,8250.0,5,3
阳光城集团-数据管理实习生实习招聘-实习僧内推小助手实习生招聘-实习僧," 
                        实习僧内推小助手
                          ",100-150/天,上海,本科,2天／周,实习3个月,互联网/游戏/软件,150-500,100,150,125.0,3750.0,2,3
数据标注实习生实习招聘-锐珂牙科实习生招聘-实习僧," 
                        锐珂牙科
                          ",150-200/天,上海,不限,3天／周,实习3个月,医疗/健康/制药/生物,50-150,150,200,175.0,5250.0,3,3
战略分析实习生实习招聘-乐纯实习生招聘-实习僧," 
                        乐纯
                          ",120-150/天,北京,本科,4天／周,实习3个月,快消/百货/批发/零售,150-500,120,150,135.0,4050.0,4,3
数据整合员实习生实习招聘-yidatec实习生招聘-实习僧," 
                        yidatec
                          ",120-200/天,中山,大专,6天／周,实习3个月,互联网/游戏/软件,more than 2000,120,200,160.0,4800.0,6,3
M&A Analyst Intern（并购团队数据分析）实习招聘-液化空气实习生招聘-实习僧," 
                        液化空气
                          ",100-150/天,上海,本科,3天／周,实习6个月,汽车/机械/制造,more than 2000,100,150,125.0,3750.0,3,6
腾讯视频用户增长数据科学-实习（深圳）实习招聘-腾讯PCG实习生招聘-实习僧," 
                        腾讯PCG
                          ",面议,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,3
临床数据管理实习生实习招聘-康德弘翼（WuXi Clinical）实习生招聘-实习僧," 
                        康德弘翼（WuXi Clinical）
                          ",100-120/天,武汉,本科,3天／周,实习6个月,医疗/健康/制药/生物,500-2000,100,120,110.0,3300.0,3,6
商业分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,不限,4天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,4,3
生化数据提取实习生实习招聘-燧坤智能实习生招聘-实习僧," 
                        燧坤智能
                          ",200-400/天,北京,硕士,5天／周,实习6个月,医疗/健康/制药/生物,15-50,200,400,300.0,9000.0,5,6
数据标准专员实习招聘-卫宁健康实习生招聘-实习僧," 
                        卫宁健康
                          ",150-200/天,合肥,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,6
GIS数据处理实习工程师实习招聘-缘石科技实习生招聘-实习僧," 
                        缘石科技
                          ",200-250/天,上海,不限,5天／周,实习2个月,互联网/游戏/软件,50-150,200,250,225.0,6750.0,5,2
数据处理工程师实习招聘-中认尚科实习生招聘-实习僧," 
                        中认尚科
                          ",150-180/天,上海,本科,3天／周,实习3个月,企业服务/咨询,15-50,150,180,165.0,4950.0,3,3
风险咨询-反洗钱数据分析实习生实习招聘-KPMG China 毕马威中国实习生招聘-实习僧," 
                        KPMG China 毕马威中国
                          ",150/天,上海,本科,5天／周,实习3个月,金融/经济/投资/财会,more than 2000,150,150,150.0,4500.0,5,3
数据分析实习生（python培训生）实习招聘-数行科技实习生招聘-实习僧," 
                        数行科技
                          ",100-150/天,上海,本科,4天／周,实习3个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,4,3
美团餐饮SaaS商业分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
风控建模分析实习生实习招聘-OPPO实习生招聘-实习僧," 
                        OPPO
                          ",150-250/天,深圳,本科,5天／周,实习3个月,电子/通信/硬件,more than 2000,150,250,200.0,6000.0,5,3
战略分析实习生实习招聘-喜马拉雅实习生招聘-实习僧," 
                        喜马拉雅
                          ",150-180/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,500-2000,150,180,165.0,4950.0,5,3
数据实习生岗（大商超）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
美团商业分析/战略分析实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",250-300/天,深圳,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,250,300,275.0,8250.0,4,4
新闻数据分析助理（时尚-媒体-传媒）实习招聘-乐觅传媒实习生招聘-实习僧," 
                        乐觅传媒
                          ",50-100/天,广州,本科,5天／周,实习3个月,广告/传媒/公关/展览,50-150,50,100,75.0,2250.0,5,3
海外-内容运营（数据分析向）实习生实习招聘-爱奇艺实习生招聘-实习僧," 
                        爱奇艺
                          ",150-200/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,4
数据分析实习生（城市体检与更新方向）实习招聘-CityDNA实习生招聘-实习僧," 
                        CityDNA
                          ",200-250/天,北京,不限,5天／周,实习3个月,互联网/游戏/软件,15-50,200,250,225.0,6750.0,5,3
数据科学家实习生实习招聘-卓识基金实习生招聘-实习僧," 
                        卓识基金
                          ",500-1000/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,50-150,500,1000,750.0,22500.0,5,3
数据工程实习生实习招聘-独到科技实习生招聘-实习僧," 
                        独到科技
                          ",180-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,180,250,215.0,6450.0,5,3
数据科学实习生（广州）(UBMV)实习招聘-Cider实习生招聘-实习僧," 
                        Cider
                          ",150-250/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,150,250,200.0,6000.0,5,3
数据质量管理实习生实习招聘-O2OMind实习生招聘-实习僧," 
                        O2OMind
                          ",150-200/天,深圳,不限,5天／周,实习6个月,企业服务/咨询,15-50,150,200,175.0,5250.0,5,6
数据分析师实习生实习招聘-万通科技实习生招聘-实习僧," 
                        万通科技
                          ",150-180/天,中山,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,150,180,165.0,4950.0,5,3
游戏数据分析师实习招聘-随训通实习生招聘-实习僧," 
                        随训通
                          ",400-500/天,全国,本科,5天／周,实习3个月,互联网/移动互联网/电子商务,more than 2000,400,500,450.0,13500.0,5,3
数据工程实习生实习招聘-独到科技实习生招聘-实习僧," 
                        独到科技
                          ",180-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,180,250,215.0,6450.0,5,3
营销策划实习生实习招聘-凡岛网络实习生招聘-实习僧," 
                        凡岛网络
                          ",120-200/天,广州,本科,6天／周,实习4个月,互联网/游戏/软件,more than 2000,120,200,160.0,4800.0,6,4
数据助理实习招聘-金厚财务顾问实习生招聘-实习僧," 
                        金厚财务顾问
                          ",150-250/天,北京,大专,4天／周,实习3个月,金融/经济/投资/财会,15-50,150,250,200.0,6000.0,4,3
腾讯视频数据科学 - 内容运营数据科学实习生实习招聘-腾讯PCG实习生招聘-实习僧," 
                        腾讯PCG
                          ",120/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,120,120.0,3600.0,5,3
数据实习生实习招聘-蔚来汽车实习生招聘-实习僧," 
                        蔚来汽车
                          ",150-200/天,上海,不限,4天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,3
经营分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150/天,上海,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,150,150,150.0,4500.0,4,3
腾讯视频数据科学实习生实习招聘-腾讯PCG实习生招聘-实习僧," 
                        腾讯PCG
                          ",100-150/天,北京,大专,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
商业分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
商业分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,不限,5天／周,实习6个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,6
商业分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
经营分析实习生实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,南昌,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,6
信息检索及分析实习生实习招聘-国际交流中心实习生招聘-实习僧," 
                        国际交流中心
                          ",120-150/天,北京,本科,3天／周,实习2个月,公共事业/NGO/政府,150-500,120,150,135.0,4050.0,3,2
业务分析助理实习招聘-CHARLES&KEITH GROUP实习生招聘-实习僧," 
                        CHARLES&KEITH GROUP
                          ",100-150/天,上海,本科,3天／周,实习12个月,交通/贸易/物流,500-2000,100,150,125.0,3750.0,3,12
商业分析（实习）实习招聘-哔哩哔哩实习生招聘-实习僧," 
                        哔哩哔哩
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
商业分析实习生实习招聘-北京百分点科技集团股份有限公司实习生招聘-实习僧," 
                        北京百分点科技集团股份有限公司
                          ",150-250/天,北京,不限,5天／周,实习6个月,互联网/游戏/软件,500-2000,150,250,200.0,6000.0,5,6
建模分析实习生实习招聘-北京百分点科技集团股份有限公司实习生招聘-实习僧," 
                        北京百分点科技集团股份有限公司
                          ",150-250/天,北京,硕士,4天／周,实习6个月,互联网/游戏/软件,500-2000,150,250,200.0,6000.0,4,6
数据实习生实习招聘-云粒智慧实习生招聘-实习僧," 
                        云粒智慧
                          ",100-150/天,广州,不限,4天／周,实习3个月,互联网/游戏/软件,150-500,100,150,125.0,3750.0,4,3
Data Engineer Intern实习招聘-Coderbunker实习生招聘-实习僧," 
                        Coderbunker
                          ",120-200/天,上海,硕士,5天／周,实习3个月,企业服务/咨询,50-150,120,200,160.0,4800.0,5,3
数据实习生实习招聘-正栩影业实习生招聘-实习僧," 
                        正栩影业
                          ",150/天,上海,本科,4天／周,实习3个月,广告/传媒/公关/展览,15-50,150,150,150.0,4500.0,4,3
睡眠研究员实习招聘-意图科技实习生招聘-实习僧," 
                        意图科技
                          ",250-500/天,北京,硕士,5天／周,实习3个月,互联网/游戏/软件,15-50,250,500,375.0,11250.0,5,3
数据助理实习生实习招聘-云翼国际实习生招聘-实习僧," 
                        云翼国际
                          ",80-120/天,深圳,不限,5天／周,实习3个月,互联网/游戏/软件,15-50,80,120,100.0,3000.0,5,3
商业数据分析师--实习生实习招聘-喜马拉雅实习生招聘-实习僧," 
                        喜马拉雅
                          ",180-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,500-2000,180,250,215.0,6450.0,5,3
推广实习生实习招聘-财纽实习生招聘-实习僧," 
                        财纽
                          ",100-150/天,上海,本科,5天／周,实习12个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,5,12
商业分析实习生实习招聘-sandstar视达实习生招聘-实习僧," 
                        sandstar视达
                          ",150-180/天,北京,不限,3天／周,实习3个月,互联网/游戏/软件,150-500,150,180,165.0,4950.0,3,3
机器学习研究员实习生实习招聘-OPPO实习生招聘-实习僧," 
                        OPPO
                          ",150-250/天,深圳,本科,5天／周,实习3个月,电子/通信/硬件,more than 2000,150,250,200.0,6000.0,5,3
数据运营实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,150,150.0,4500.0,5,3
数据科学实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200/天,北京,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,4,6
饮料供应链数据实习生实习招聘-PepsiCo实习生招聘-实习僧," 
                        PepsiCo
                          ",120/天,上海,不限,3天／周,实习3个月,快消/百货/批发/零售,more than 2000,120,120,120.0,3600.0,3,3
投资助理实习招聘-南京博涯信息技术有限公司实习生招聘-实习僧," 
                        南京博涯信息技术有限公司
                          ",150-200/天,南京,本科,5天／周,实习3个月,金融/经济/投资/财会,15-50,150,200,175.0,5250.0,5,3
政府事务实习生实习招聘-货拉拉实习生招聘-实习僧," 
                        货拉拉
                          ",150/天,深圳,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,150,150.0,4500.0,5,6
数字化专员实习生实习招聘-和能人居实习生招聘-实习僧," 
                        和能人居
                          ",120-150/天,天津,本科,5天／周,实习3个月,汽车/机械/制造,500-2000,120,150,135.0,4050.0,5,3
技术助理实习招聘-润合科技实习生招聘-实习僧," 
                        润合科技
                          ",150-300/天,青岛,不限,5天／周,实习3个月,互联网/移动互联网/电子商务,50-150,150,300,225.0,6750.0,5,3
销售管理实习生实习招聘-华栖云实习生招聘-实习僧," 
                        华栖云
                          ",100-200/天,成都,本科,5天／周,实习6个月,互联网/游戏/软件,150-500,100,200,150.0,4500.0,5,6
飞利浦Global Outsourced Operations Quality intern实习招聘-昕诺飞（前飞利浦照明）实习生招聘-实习僧," 
                        昕诺飞（前飞利浦照明）
                          ",150-200/天,上海,不限,3天／周,实习3个月,电子/通信/硬件,more than 2000,150,200,175.0,5250.0,3,3
数据采集实习生实习招聘-艾瑞集团实习生招聘-实习僧," 
                        艾瑞集团
                          ",150/天,广州,本科,4天／周,实习3个月,互联网/游戏/软件,150-500,150,150,150.0,4500.0,4,3
数据分析师实习生实习招聘-美的集团实习生招聘-实习僧," 
                        美的集团
                          ",100-150/天,佛山,本科,5天／周,实习3个月,电子/通信/硬件,more than 2000,100,150,125.0,3750.0,5,3
数据分析师（实习）实习招聘-麦可思实习生招聘-实习僧," 
                        麦可思
                          ",150-200/天,成都,硕士,4天／周,实习3个月,教育/培训,150-500,150,200,175.0,5250.0,4,3
数据分析师实习生实习招聘-麦可思实习生招聘-实习僧," 
                        麦可思
                          ",250-300/天,北京,本科,4天／周,实习3个月,教育/培训,150-500,250,300,275.0,8250.0,4,3
数据科学研究员实习招聘-益普索实习生招聘-实习僧," 
                        益普索
                          ",150-180/天,上海,本科,5天／周,实习12个月,企业服务/咨询,500-2000,150,180,165.0,4950.0,5,12
数据运营实习生实习招聘-OPPO实习生招聘-实习僧," 
                        OPPO
                          ",150-200/天,深圳,本科,5天／周,实习4个月,电子/通信/硬件,more than 2000,150,200,175.0,5250.0,5,4
媒介数据实习生实习招聘-群邑实习生招聘-实习僧," 
                        群邑
                          ",100/天,北京,不限,5天／周,实习3个月,广告/传媒/公关/展览,more than 2000,100,100,100.0,3000.0,5,3
数据处理实习生实习招聘-浙江大华实习生招聘-实习僧," 
                        浙江大华
                          ",120-180/天,杭州,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,4,6
大数据实习生实习招聘-鱼游四海实习生招聘-实习僧," 
                        鱼游四海
                          ",150-200/天,北京,大专,5天／周,实习3个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,5,3
实习数据分析师实习招聘-毅升网络实习生招聘-实习僧," 
                        毅升网络
                          ",200-400/天,上海,硕士,3天／周,实习3个月,互联网/游戏/软件,150-500,200,400,300.0,9000.0,3,3
数据分析师实习生实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",150-250/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,150,250,200.0,6000.0,5,3
数据工程实习生实习招聘-影创科技实习生招聘-实习僧," 
                        影创科技
                          ",180-250/天,北京,本科,3天／周,实习3个月,电子/通信/硬件,150-500,180,250,215.0,6450.0,3,3
数据处理实习生实习招聘-华住集团实习生招聘-实习僧," 
                        华住集团
                          ",120-200/天,上海,不限,5天／周,实习6个月,餐饮/酒店/旅游/娱乐,more than 2000,120,200,160.0,4800.0,5,6
数据科学实习生实习招聘-汉高（中国）实习生招聘-实习僧," 
                        汉高（中国）
                          ",100-200/天,上海,本科,4天／周,实习3个月,化工/能源/环保,more than 2000,100,200,150.0,4500.0,4,3
数据处理实习生实习招聘-航天宏图实习生招聘-实习僧," 
                        航天宏图
                          ",150-180/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,150,180,165.0,4950.0,5,6
